contractSymbol,strike,lastPrice,ask,volume,openInterest,Expiration_date,Symbol,Days_until_exp,Div_yield,Stock_price,Delta,Gamma,Vega,Theta,Rho,Implied_vol (%),Moneyness_pct,Approx_win_prob_pct
CVS240906P00056000,56.0,0.3,0.33,568.0,869.0,2024-09-06,CVS,4,0.0465,57.24,-0.24901099147653838,0.16353302257474342,0.01900160681920934,-0.07511773778752068,-0.0015940885315911387,32.360743156482705,-0.021663172606568866,0.7509890085234616
CVS240920P00055000,55.0,0.53,0.55,138.0,3063.0,2024-09-20,CVS,18,0.0465,57.24,-0.23593716716017188,0.08808375472393792,0.0391478297884371,-0.028231097152158536,-0.006905759379413461,27.506351066219832,-0.03913347309573728,0.7640628328398281
CVS241018P00055000,55.0,1.21,1.26,229.0,3950.0,2024-10-18,CVS,46,0.0465,57.24,-0.3009922798025939,0.06340078669892744,0.07075795656096992,-0.018587432551487093,-0.02310654095480028,27.0281560753236,-0.03913347309573728,0.6990077201974061
CVX240920P00144000,144.0,0.93,0.96,127.0,537.0,2024-09-20,CVX,18,0.044099998,147.95,-0.23358219354836895,0.05004494449460108,0.10062699542487578,-0.047817005457204714,-0.017462855397485978,18.62707717573354,-0.026698208854342608,0.766417806451631
CVX240920P00145000,145.0,1.18,1.18,341.0,13900.0,2024-09-20,CVX,18,0.044099998,147.95,-0.28436093816949515,0.0564973331599674,0.11142428092532973,-0.05136949023403347,-0.021282832312355053,18.2701583763926,-0.019939168638053322,0.7156390618305049
CWH240920P00020000,20.0,0.35,0.35,113.0,2490.0,2024-09-20,CWH,18,0.0228,21.94,-0.20770184203770992,0.10350759024756016,0.01395104271139081,-0.021414976046188118,-0.0024173388268500283,56.77819516237514,-0.08842297174111217,0.7922981579622901
CXW241018P00012000,12.0,0.45,0.3,1000.0,1000.0,2024-10-18,CXW,46,0.0,13.78,-0.22528439750332807,0.09729808777068437,0.014682063023276912,-0.00963626490297065,-0.004479541750394785,63.054977719345914,-0.1291727140783744,0.7747156024966719
D240920P00055000,55.0,0.67,0.55,266.0,1497.0,2024-09-20,D,18,0.0478,55.9,-0.3413744019201447,0.13736337761582826,0.04555517164321723,-0.02486839475278545,-0.00971837278402461,21.521050658455902,-0.01610017889087654,0.6586255980798553
DAL241018P00040000,40.0,1.24,1.23,122.0,3526.0,2024-10-18,DAL,46,0.014099999,42.49,-0.29616823446983487,0.057333900071023756,0.052139991108513355,-0.02099567346458343,-0.017393901376732076,39.96879344426241,-0.05860202400564843,0.7038317655301651
DAL241018P00041000,41.0,1.59,1.57,1620.0,725.0,2024-10-18,DAL,46,0.014099999,42.49,-0.35768578135646134,0.0628199936489625,0.05630604920416076,-0.022098066945181682,-0.021123334781398433,39.392971145946795,-0.035067074605789644,0.6423142186435387
DASH241018P00120000,120.0,2.34,2.19,193.0,1502.0,2024-10-18,DASH,46,0.0,128.71,-0.2433931712809514,0.020477424226343226,0.1431323147233707,-0.048046145284811534,-0.042429814067843234,33.47902635892005,-0.0676715095952141,0.7566068287190486
DASH241018P00125000,125.0,3.9,3.7,1842.0,644.0,2024-10-18,DASH,46,0.0,128.71,-0.36006672182073174,0.025116687734509317,0.17095458746873327,-0.05454965245059161,-0.06332144211548313,32.600844124205686,-0.028824489161681358,0.6399332781792683
DBI241018P00006000,6.0,0.48,0.5,301.0,597.0,2024-10-18,DBI,46,0.0301,6.64,-0.30738784756426785,0.17387853869388148,0.008285368150529777,-0.007421454477700924,-0.003167411604292545,85.7560369911452,-0.09638554216867466,0.6926121524357322
DDOG241018P00110000,110.0,2.7,2.74,175.0,1628.0,2024-10-18,DDOG,46,0.0,116.26,-0.28703980303165855,0.024133912723783783,0.14059671373115817,-0.04793623549192036,-0.04545965438414215,34.19966306507035,-0.05384483055221061,0.7129601969683415
DE240920P00380000,380.0,6.55,4.35,239.0,1442.0,2024-09-20,DE,18,0.0152,385.74,-0.3781556809380293,0.01606993776370367,0.32567355759840033,-0.23157279791516946,-0.07511168153994507,27.618450578439596,-0.014880489448851581,0.6218443190619707
DEI241018P00015000,15.0,0.35,0.4,300.0,4610.0,2024-10-18,DEI,46,0.0475,16.0,-0.26082522860055424,0.16824070511862127,0.018454215704250748,-0.006280030240200205,-0.005668106818561122,33.9984861932927,-0.0625,0.7391747713994458
DELL240906P00111000,111.0,0.91,1.1,485.0,636.0,2024-09-06,DELL,4,0.0154,115.54,-0.2297739298690088,0.046040577000680136,0.03670687291433338,-0.24675863186014674,-0.00300861271603006,54.4972737651119,-0.03929375108187646,0.7702260701309912
DELL240906P00112000,112.0,1.22,1.35,627.0,867.0,2024-09-06,DELL,4,0.0154,115.54,-0.28296717146175276,0.050513740759547045,0.04092313175320201,-0.2792047433998585,-0.00371600001883068,55.37675173617445,-0.030638739830361833,0.7170328285382472
DELL240920P00110000,110.0,2.24,2.35,641.0,1879.0,2024-09-20,DELL,18,0.0154,115.54,-0.28805009511568314,0.02928522812656255,0.08754996413096156,-0.10617796277684026,-0.017504841789867675,45.41120163222877,-0.047948762333391085,0.7119499048843169
DELL240920P00111000,111.0,2.5,2.7,292.0,540.0,2024-09-20,DELL,18,0.0154,115.54,-0.3167724841865204,0.03117274538785859,0.09136463646272956,-0.10829988694051002,-0.01926837735679462,44.52036447562702,-0.03929375108187646,0.6832275158134796
DELL241018P00105000,105.0,2.65,2.75,230.0,2120.0,2024-10-18,DELL,46,0.0154,115.54,-0.23161122953102697,0.01711913777859572,0.1250341458444572,-0.05547782861659664,-0.03699917817491109,43.412725354973425,-0.09122381859096422,0.768388770468973
DELL241018P00110000,110.0,4.27,4.4,267.0,3632.0,2024-10-18,DELL,46,0.0154,115.54,-0.33188706447930205,0.020604343493841906,0.14888135181188902,-0.06439815719126726,-0.05361377138515848,42.94887856075979,-0.047948762333391085,0.668112935520698
DG240906P00080000,80.0,0.48,0.51,1230.0,767.0,2024-09-06,DG,4,0.028399998,82.97,-0.20972266091553304,0.07366279655414901,0.02501285153322614,-0.13858245107210548,-0.00195893147988888,45.00965620993565,-0.035796070868988776,0.790277339084467
DG240920P00080000,80.0,1.2,1.33,1287.0,926.0,2024-09-20,DG,18,0.028399998,82.97,-0.2893445006910842,0.0552915862694246,0.06300306814481266,-0.055720070308896426,-0.012414052443488423,33.564549994052015,-0.035796070868988776,0.7106554993089158
DG241018P00080000,80.0,2.47,2.48,628.0,586.0,2024-10-18,DG,46,0.028399998,82.97,-0.33949947237864975,0.03729446708711211,0.10786389832326161,-0.035420927274066295,-0.03848370700108295,33.33684984912248,-0.035796070868988776,0.6605005276213503
DHR240906P00262500,262.5,1.02,1.1,796.0,1804.0,2024-09-06,DHR,4,0.004,269.31,-0.20495390758965282,0.032662806953849655,0.08009185474355121,-0.3021139681661528,-0.0061604071312306155,30.85053929279558,-0.025286844157290864,0.7950460924103472
DIS240906P00089000,89.0,0.34,0.36,446.0,829.0,2024-09-06,DIS,4,0.01,90.38,-0.2531730868294205,0.1455315544136664,0.030267145994500484,-0.08511269845242393,-0.002544577423258791,23.232850760851647,-0.015268864793095768,0.7468269131705795
DIS241018P00085000,85.0,0.91,0.86,173.0,7519.0,2024-10-18,DIS,46,0.01,90.38,-0.2008283580478898,0.03698442273913092,0.09004965006929327,-0.02086529491502858,-0.023992800510172354,23.651219777232548,-0.05952644390351843,0.7991716419521102
DJT240906P00018000,18.0,0.44,0.46,729.0,1762.0,2024-09-06,DJT,4,0.0,19.5,-0.2556437571892485,0.12049062030772544,0.006563630822608921,-0.1066018123338065,-0.0005945263852263392,130.72376752962876,-0.07692307692307693,0.7443562428107515
DJT240906P00019000,19.0,0.76,1.0,424.0,1409.0,2024-09-06,DJT,4,0.0,19.5,-0.39396868052820433,0.15231402951725223,0.007854461491020388,-0.12048420166182627,-0.0009251933446904093,123.74856100641811,-0.02564102564102564,0.6060313194717957
DJT240920P00016000,16.0,1.31,1.33,175.0,780.0,2024-09-20,DJT,18,0.0,19.5,-0.2390677323238326,0.040985332044370694,0.013433367295778051,-0.06450475746933643,-0.0029450075081004176,174.78637209637006,-0.1794871794871795,0.7609322676761674
DJT241018P00015000,15.0,2.55,2.5,167.0,1353.0,2024-10-18,DJT,46,0.0,19.5,-0.23114956498850714,0.023390539423075767,0.02107888502449303,-0.0422387963300271,-0.008894278350539478,188.04994363351312,-0.23076923076923078,0.7688504350114929
DKNG240906P00033000,33.0,0.29,0.32,322.0,608.0,2024-09-06,DKNG,4,0.0,34.5,-0.22605866165260657,0.13981102329527595,0.010860531347021416,-0.07987659998643634,-0.0008864683646043754,59.55309570952152,-0.043478260869565216,0.7739413383473934
DKNG240906P00033500,33.5,0.45,0.45,299.0,510.0,2024-09-06,DKNG,4,0.0,34.5,-0.30833467911892853,0.15994758629304395,0.012711614214485639,-0.0954813207981946,-0.00121507358132636,60.92810856983003,-0.028985507246376812,0.6916653208810715
DKNG240906P00034000,34.0,0.61,0.63,405.0,645.0,2024-09-06,DKNG,4,0.0,34.5,-0.39160689263808257,0.18036540953986074,0.013873148449429445,-0.10056454022885543,-0.0015474452379193257,58.96800896329061,-0.014492753623188406,0.6083931073619174
DKNG240920P00033000,33.0,0.78,0.82,191.0,2909.0,2024-09-20,DKNG,18,0.0,34.5,-0.3116390602092579,0.09631073470110156,0.02709094633147568,-0.034678506193859274,-0.005686790586026005,47.921637458790265,-0.043478260869565216,0.6883609397907421
DLTR240906P00080000,80.0,3.06,5.05,577.0,641.0,2024-09-06,DLTR,4,0.0,84.49,-0.3309878983175444,0.028112165247451817,0.032069712448128666,-0.5808356423679267,-0.0034000183593259526,145.8219903697325,-0.05314238371404894,0.6690121016824556
DLTR240920P00075000,75.0,1.74,1.84,123.0,1281.0,2024-09-20,DLTR,18,0.0,84.49,-0.20573207461818432,0.020537739134467475,0.053422599254897625,-0.10735431331395867,-0.009430176814269232,73.88939668325159,-0.11232098473192088,0.7942679253818157
DLTR240920P00080000,80.0,3.4,3.45,1323.0,6276.0,2024-09-20,DLTR,18,0.0,84.49,-0.335110455031953,0.02606670674914984,0.06836390849822103,-0.1376677983071766,-0.0156395255403204,74.499002392821,-0.05314238371404894,0.664889544968047
DOMO240920P00007000,7.0,0.08,0.1,119.0,24142.0,2024-09-20,DOMO,18,0.0,7.47,-0.20820547826549696,0.4396408659420474,0.004756764442548872,-0.0049989600634929455,-0.0008064468111665408,39.318120249685535,-0.06291834002677373,0.791794521734503
DOW240920P00052500,52.5,0.55,0.49,232.0,4700.0,2024-09-20,DOW,18,0.0523,53.58,-0.30715752455142675,0.1399026027504955,0.041808100676913644,-0.02247797261560494,-0.008365691042929302,21.10812147429477,-0.020156774916013406,0.6928424754485732
DVN240913P00044000,44.0,0.72,0.64,175.0,1376.0,2024-09-13,DVN,11,0.044699997,44.78,-0.3654007520304162,0.1395524480895066,0.029230674206079638,-0.04400486552390806,-0.005141479467182536,34.660384311210095,-0.017418490397498907,0.6345992479695838
DVN241018P00042500,42.5,0.84,0.75,110.0,5280.0,2024-10-18,DVN,46,0.044699997,44.78,-0.2663030534697468,0.07280687243272647,0.05219944089591219,-0.014573268589880482,-0.01600009345560554,28.370064957076586,-0.05091558731576599,0.7336969465302532
EL240920P00090000,90.0,1.95,1.95,161.0,4114.0,2024-09-20,EL,18,0.028800001,91.66,-0.3787317208648757,0.05505380045078461,0.07742323809998855,-0.06860465083122984,-0.018056620305608378,33.94256670597445,-0.018110408029674847,0.6212682791351243
ENPH240906P00118000,118.0,1.52,1.55,640.0,870.0,2024-09-06,ENPH,4,0.0,121.04,-0.3190001985011284,0.050221997640720516,0.045253621321063794,-0.31265057302270793,-0.0043980037289399,56.12216266248357,-0.02511566424322543,0.6809998014988716
ENVX240906P00009000,9.0,0.15,0.17,757.0,1081.0,2024-09-06,ENVX,4,0.0,9.52,-0.2603990072882475,0.3578219409880729,0.0032351767997454172,-0.03649725319262267,-0.00028810943006949216,91.03114988076231,-0.05462184873949576,0.7396009927117525
ENVX240913P00009000,9.0,0.32,0.33,105.0,525.0,2024-09-13,ENVX,11,0.0,9.52,-0.3217583992264108,0.2546672717713405,0.005923658819883239,-0.022524365601108997,-0.0010195764264928694,85.16147672570025,-0.05462184873949576,0.6782416007735892
ENVX240920P00009000,9.0,0.44,0.44,155.0,4765.0,2024-09-20,ENVX,18,0.0,9.52,-0.34100247441997067,0.21007764812686203,0.007755015479593305,-0.017349830635750418,-0.0018179228497700324,82.59414939099402,-0.05462184873949576,0.6589975255800293
ENVX241018P00009000,9.0,0.81,0.81,281.0,3834.0,2024-10-18,ENVX,46,0.0,9.52,-0.36042442203429603,0.13475343672524578,0.012648934832161464,-0.010790086523623637,-0.005345125010883807,82.18172273491618,-0.05462184873949576,0.639575577965704
EOSE241018P00002500,2.5,0.34,0.42,799.0,2060.0,2024-10-18,EOSE,46,0.0,2.67,-0.35215907633450605,0.3334526999232882,0.003518686336540475,-0.004338490346613706,-0.0016134843220658643,117.45156999588791,-0.0636704119850187,0.647840923665494
EPD240906P00029000,29.0,0.11,0.07,151.0,1184.0,2024-09-06,EPD,4,0.0716,29.34,-0.27482551538434064,0.550807716237144,0.010245365778047352,-0.02427091310014472,-0.0008950037399336291,19.716966864747377,-0.011588275391956369,0.7251744846156594
EPD240920P00029000,29.0,0.2,0.17,257.0,5794.0,2024-09-20,EPD,18,0.0716,29.34,-0.30757429072366127,0.42377911057236556,0.022907465282538522,-0.006999558877254131,-0.004532107931882427,12.733202101010246,-0.011588275391956369,0.6924257092763387
EPM241018P00005000,5.0,0.25,0.3,200.0,1135.0,2024-10-18,EPM,46,0.0932,5.15,-0.37956816416420947,0.48571003439459676,0.006958812722001051,-0.0029803693224064857,-0.0027487354070792123,42.8626134576647,-0.029126213592233077,0.6204318358357905
EQH240920P00040000,40.0,0.45,0.25,1110.0,1077.0,2024-09-20,EQH,18,0.0226,42.52,-0.21100394449498916,0.08181596136958091,0.027289441631007265,-0.0272290415270202,-0.004641436507389715,37.41023699134511,-0.05926622765757297,0.7889960555050108
ERO241018P00020000,20.0,0.5,1.75,500.0,646.0,2024-10-18,ERO,46,0.0,20.55,-0.3506681323477385,0.1849338772421602,0.027040527859290547,-0.007150157141299884,-0.009711961246803213,27.473252052893777,-0.026763990267639936,0.6493318676522615
ET240906P00016000,16.0,0.06,0.07,427.0,1343.0,2024-09-06,ET,4,0.0795,16.1,-0.33086722038067007,1.4419029806985284,0.00611015756230546,-0.010747710681772804,-0.0005898279840880299,14.917549615594819,-0.0062111801242236905,0.6691327796193299
ET240920P00016000,16.0,0.17,0.17,108.0,7308.0,2024-09-20,ET,18,0.0795,16.1,-0.39019704467027005,0.7466433194465316,0.013719755192905799,-0.004707166845176994,-0.0031690318609342394,14.374799167709163,-0.0062111801242236905,0.60980295532973
ET241018P00016000,16.0,0.28,0.31,142.0,6230.0,2024-10-18,ET,46,0.0795,16.1,-0.390744344196312,0.5159644410924191,0.021941243882340644,-0.002324367551895453,-0.008193660300115771,13.017415080704472,-0.0062111801242236905,0.609255655803688
ETSY240906P00054000,54.0,0.45,0.47,253.0,523.0,2024-09-06,ETSY,4,0.0,55.09,-0.30317991543358125,0.15326128615965928,0.02014705953035286,-0.09747957884752008,-0.0018796911278066838,39.524513433837086,-0.019785805046287953,0.6968200845664188
EVH240920P00030000,30.0,0.5,0.55,160.0,5276.0,2024-09-20,EVH,18,0.0,31.98,-0.24383151656794622,0.09535982590530169,0.022268101936412647,-0.027643538730571543,-0.00409203216978555,46.30002139616537,-0.061913696060037535,0.7561684834320538
EVH241018P00030000,30.0,1.0,0.95,116.0,3202.0,2024-10-18,EVH,46,0.0,31.98,-0.29775724741398846,0.07092128128493684,0.03933922530268103,-0.017139339227131394,-0.013260951548651239,43.035548652425895,-0.061913696060037535,0.7022427525860115
EXAS240920P00060000,60.0,1.8,1.9,304.0,580.0,2024-09-20,EXAS,18,0.0,61.69,-0.3699929875316319,0.056841481971622906,0.051724736004986206,-0.06671079388063839,-0.01214377022506506,48.48682082462029,-0.02739503971470251,0.6300070124683681
EXEL241018P00024000,24.0,1.2,1.45,103.0,631.0,2024-10-18,EXEL,46,0.0,26.03,-0.3033697758002313,0.06326020785469418,0.03229115089553398,-0.019889834718570847,-0.01146435348349811,59.777755734650206,-0.07798693814829047,0.6966302241997687
EXK240920P00003000,3.0,0.1,0.2,145.0,1415.0,2024-09-20,EXK,18,0.0,3.06,-0.39854433526628996,1.1660251725663844,0.002622804523317211,-0.0033905967291895244,-0.0006507348489443083,48.7119487524702,-0.01960784313725492,0.60145566473371
F240906P00011000,11.0,0.07,0.07,1807.0,4993.0,2024-09-06,F,4,0.053600002,11.19,-0.29030043980501785,0.9319355066966997,0.004011773705599239,-0.015333500503135589,-0.0003634557977334137,31.370632056732845,-0.01697944593386948,0.7096995601949821
F240913P00011000,11.0,0.13,0.15,443.0,904.0,2024-09-13,F,11,0.053600002,11.19,-0.34032505139150404,0.6886725201664023,0.007120433232613905,-0.008395993678551756,-0.0011849796063387733,27.398934293222503,-0.01697944593386948,0.659674948608496
F240920P00010820,10.82,0.12,0.13,297.0,39675.0,2024-09-20,F,18,0.053600002,11.19,-0.26558915257020266,0.48823298201167037,0.008148516196502056,-0.00574762655155783,-0.0015208185975121062,27.0278565396765,-0.03306523681858796,0.7344108474297973
F240920P00011000,11.0,0.18,0.19,2384.0,4054.0,2024-09-20,F,18,0.053600002,11.19,-0.3613669557801725,0.5644224720835228,0.009308799649564149,-0.006400692635251729,-0.0020775323673430613,26.70850461569752,-0.01697944593386948,0.6386330442198275
F240927P00011000,11.0,0.21,0.24,299.0,1849.0,2024-09-27,F,25,0.053600002,11.19,-0.36802329946794965,0.5087746341517891,0.011037961589217143,-0.005066861221321613,-0.0029538758903674502,25.296248008188872,-0.01697944593386948,0.6319767005320504
F241018P00011000,11.0,0.33,0.34,292.0,1707.0,2024-10-18,F,46,0.053600002,11.19,-0.3864072477063307,0.3652705260485641,0.015201081721342836,-0.0038024904062030165,-0.0058271812921574994,26.371493347551368,-0.01697944593386948,0.6135927522936693
FCX240920P00042000,42.0,0.47,0.48,1152.0,6695.0,2024-09-20,FCX,18,0.0136,44.28,-0.2259182575410773,0.08806955069320323,0.02955924304504131,-0.027245191565379665,-0.005161766047180385,34.71144255499099,-0.051490514905149075,0.7740817424589227
FIVE240920P00070000,70.0,1.34,1.4,329.0,761.0,2024-09-20,FIVE,18,0.0,75.43,-0.2396206224270776,0.03472470280920411,0.05202862871370142,-0.07484511255890652,-0.00957431517518193,53.399351890348434,-0.07198727296831507,0.7603793775729224
FLYW240920P00017500,17.5,1.05,2.7,339.0,665.0,2024-09-20,FLYW,18,0.0,18.11,-0.38725838795642353,0.11101454656411222,0.015399191111158466,-0.035718116483644126,-0.003976396967288628,85.76329894936171,-0.03368304803975701,0.6127416120435765
FUBO240920P00001500,1.5,0.09,0.08,166.0,1515.0,2024-09-20,FUBO,18,0.0,1.68,-0.2839782676833381,0.7681660607375235,0.001264429131529265,-0.004085631232231477,-0.00027965761136285335,118.26089838267133,-0.10714285714285711,0.7160217323166619
GAP240920P00022000,22.0,0.66,0.7,216.0,1487.0,2024-09-20,GAP,18,0.026700001,22.43,-0.3940544267733147,0.17526514073596725,0.01916652394747647,-0.022328184507830695,-0.004678488020733546,44.07675589264896,-0.019170753455193923,0.6059455732266853
GH241018P00022500,22.5,0.7,0.85,400.0,623.0,2024-10-18,GH,46,0.0,25.58,-0.21887238447378365,0.05840657905061085,0.02680895129271046,-0.01546389375185629,-0.007938157735961973,55.66112865233747,-0.12040656763096164,0.7811276155262163
GILD240920P00077500,77.5,1.03,1.04,131.0,591.0,2024-09-20,GILD,18,0.039,79.0,-0.33635798796645155,0.08563323319213284,0.06401457779654982,-0.03988356454942962,-0.013586415766045535,24.288613303543897,-0.0189873417721519,0.6636420120335484
GLW240920P00040000,40.0,0.35,0.35,140.0,1837.0,2024-09-20,GLW,18,0.026800001,41.85,-0.217045839020361,0.11124190433773994,0.027304458260010014,-0.020423345230515023,-0.004646071419378285,28.41807028520075,-0.044205495818399075,0.782954160979639
GM240920P00048000,48.0,0.45,0.47,130.0,2039.0,2024-09-20,GM,18,0.0095999995,49.78,-0.24709807205629697,0.10759187415120752,0.03491122229706563,-0.024219538948030438,-0.006285052652958747,26.551933801725635,-0.035757332261952615,0.752901927943703
GM240920P00048500,48.5,0.58,0.6,116.0,2802.0,2024-09-20,GM,18,0.0095999995,49.78,-0.3027980266487952,0.12119234262976018,0.03859713685945767,-0.02606353844826887,-0.0077158936595656084,26.06096447666942,-0.025713137806347954,0.6972019733512048
GM240920P00049000,49.0,0.73,0.75,665.0,886.0,2024-09-20,GM,18,0.0095999995,49.78,-0.3643265212522536,0.13398113107601062,0.041526055122343246,-0.02699247653972196,-0.009299615137234029,25.36224018701661,-0.015668943350743293,0.6356734787477464
GM241018P00047000,47.0,0.88,0.85,101.0,4212.0,2024-10-18,GM,46,0.0095999995,49.78,-0.25817438041192464,0.061449193568668965,0.05711357361523053,-0.016829705188974354,-0.01728625728106566,29.761059999833368,-0.05584572117316194,0.7418256195880754
GM241018P00048000,48.0,1.12,1.13,134.0,2059.0,2024-10-18,GM,46,0.0095999995,49.78,-0.32016104614660024,0.07144951822490801,0.0632105548468346,-0.017418751861951867,-0.0214728207741928,28.327976010025008,-0.035757332261952615,0.6798389538533998
GME240906P00022000,22.0,0.36,0.37,1489.0,587.0,2024-09-06,GME,4,0.0,23.42,-0.2471601000639586,0.13560014459992353,0.00774371033952805,-0.09122391510254942,-0.0006738070732600452,95.00534479276392,-0.060631938514090586,0.7528398999360414
GME240906P00022500,22.5,0.55,0.66,960.0,2354.0,2024-09-06,GME,4,0.0,23.42,-0.3281461401206034,0.14970066121382744,0.008858752941529742,-0.10802785919692336,-0.0009024857645615926,98.4482414883043,-0.03928266438941083,0.6718538598793966
GME240913P00021000,21.0,0.8,0.98,244.0,1022.0,2024-09-13,GME,11,0.0,23.42,-0.2566708694464467,0.06904778670634153,0.013099986442359,-0.06752590532312061,-0.002052699983199825,114.77504771300586,-0.10333048676345011,0.7433291305535533
GME240913P00022000,22.0,1.23,1.28,443.0,608.0,2024-09-13,GME,11,0.0,23.42,-0.33996952353948595,0.07576420261992799,0.014896684181138342,-0.0794382952849254,-0.002770217771349107,118.94657780211966,-0.060631938514090586,0.660030476460514
GME240920P00021000,21.0,0.98,1.27,116.0,1732.0,2024-09-20,GME,18,0.0,23.42,-0.27114073053250165,0.06329355003958775,0.017232726579064776,-0.04730325071450167,-0.0036148516811857906,100.65633656350765,-0.10333048676345011,0.7288592694674983
GME240920P00022000,22.0,1.48,1.51,238.0,5579.0,2024-09-20,GME,18,0.0,23.42,-0.3475606854952815,0.06672696598117338,0.01921470022833121,-0.05566675320178066,-0.004744046098010708,106.45812501756289,-0.060631938514090586,0.6524393145047185
GME241018P00020000,20.0,1.27,1.35,900.0,4976.0,2024-10-18,GME,46,0.0,23.42,-0.24809000760063826,0.04341378286290958,0.026312926332365528,-0.02422785945831234,-0.008923077451734786,87.68045026615336,-0.14602903501280962,0.7519099923993617
GOLD241018P00019000,19.0,0.33,0.33,133.0,1075.0,2024-10-18,GOLD,46,0.0198,20.19,-0.24405652564123947,0.15045402242896652,0.022485360440590782,-0.006480610768679137,-0.006610173649700016,29.090986271628843,-0.05894006934125811,0.7559434743587605
GOOG240906P00162500,162.5,0.88,0.93,1022.0,750.0,2024-09-06,GOOG,4,0.0047999998,165.11,-0.28432802005705426,0.06947923286771947,0.058614891177954764,-0.20115960609882477,-0.00524086875383309,28.238333737565597,-0.015807643389255728,0.7156719799429457
GOOG240913P00160000,160.0,0.99,1.09,291.0,925.0,2024-09-13,GOOG,11,0.0047999998,165.11,-0.22543662224688155,0.04061027354904131,0.0860586982953844,-0.09631364862537642,-0.011514271119244588,25.793619108016614,-0.030949064260190257,0.7745633777531185
GOOG240920P00160000,160.0,1.62,2.01,453.0,12128.0,2024-09-20,GOOG,18,0.0047999998,165.11,-0.26959887721326503,0.034861752389299006,0.12114417339006626,-0.08144676279778613,-0.02274554383519759,25.847998604391808,-0.030949064260190257,0.730401122786735
GOOG241018P00155000,155.0,2.01,2.03,104.0,10682.0,2024-10-18,GOOG,46,0.0047999998,165.11,-0.21638930449443816,0.019076802637046787,0.17190688105932891,-0.04448366535262908,-0.04753291698988558,26.228650868938487,-0.061231906002059314,0.7836106955055618
GOOG241018P00160000,160.0,3.22,3.3,908.0,3921.0,2024-10-18,GOOG,46,0.0047999998,165.11,-0.32131970504758056,0.02465693406955791,0.20997261159533256,-0.04982115809001503,-0.07087892941821236,24.78630868303498,-0.030949064260190257,0.6786802949524194
GOOGL240906P00160000,160.0,0.66,0.72,2441.0,2469.0,2024-09-06,GOOGL,4,0.0049,163.38,-0.2304845375566016,0.06286128450562514,0.05199531060455025,-0.17917885226003644,-0.004198853619087856,28.275872548684006,-0.02068796670339084,0.7695154624433984
GOOGL240913P00160000,160.0,1.39,1.46,701.0,3184.0,2024-09-13,GOOGL,11,0.0049,163.38,-0.2982440566257134,0.04847177362292512,0.09835286435600656,-0.10674934595948161,-0.015101615143798864,25.22321821547202,-0.02068796670339084,0.7017559433742866
GOOGL240920P00157500,157.5,1.39,1.43,296.0,1435.0,2024-09-20,GOOGL,18,0.0049,163.38,-0.24131787428610718,0.03310325198386927,0.11312706587802641,-0.07668293169254936,-0.020123981486318162,25.960821983294952,-0.03598971722365036,0.7586821257138928
GOOGL240920P00160000,160.0,2.0,2.05,667.0,20695.0,2024-09-20,GOOGL,18,0.0049,163.38,-0.3274480035200382,0.04018702834995132,0.13098345343576673,-0.08342976304517091,-0.027362711081526214,24.760141328009404,-0.02068796670339084,0.6725519964799618
GOOGL241018P00155000,155.0,2.28,2.33,204.0,9278.0,2024-10-18,GOOGL,46,0.0049,163.38,-0.2456351649627534,0.021299175358126747,0.18258685205147848,-0.04548736687151982,-0.05341921972618848,25.482613149327026,-0.05129146774390988,0.7543648350372466
GOOGL241018P00160000,160.0,3.7,3.8,998.0,8963.0,2024-10-18,GOOGL,46,0.0049,163.38,-0.36314692379601277,0.026684703173273965,0.21763654323253756,-0.049792977838810835,-0.079389926685077,24.24413492588053,-0.02068796670339084,0.6368530762039872
GSK240920P00042000,42.0,0.5,0.25,120.0,614.0,2024-09-20,GSK,18,0.0349,43.91,-0.24699161417807447,0.09991880425809962,0.03078743277063589,-0.026354281534556497,-0.005585654121563844,32.405575118315625,-0.04349806422227276,0.7530083858219255
HEAR241018P00014000,14.0,0.55,0.4,123.0,1302.0,2024-10-18,HEAR,46,0.0,15.62,-0.2546967749790727,0.0993940544357321,0.017794944331209234,-0.010718660786709563,-0.005706978815286666,58.224960276050695,-0.10371318822023043,0.7453032250209273
HIMS240906P00014000,14.0,0.2,0.2,647.0,584.0,2024-09-06,HIMS,4,0.0,14.73,-0.2570438583764869,0.26045032811602503,0.004972199608951617,-0.0494226889016481,-0.0004368499763162358,80.28807135719312,-0.04955872369314327,0.7429561416235131
HIMS240920P00014000,14.0,0.46,0.5,292.0,2312.0,2024-09-20,HIMS,18,0.0,14.73,-0.32423723312864405,0.17851630928260714,0.011761783161891535,-0.019489492915336044,-0.0025821441093624295,61.57581017958843,-0.04955872369314327,0.675762766871356
HIMS241018P00014000,14.0,0.87,0.9,111.0,2619.0,2024-10-18,HIMS,46,0.0,14.73,-0.3561048803953146,0.11715152948948127,0.019489286750039154,-0.012154152349218038,-0.007707110818034449,60.83836325573378,-0.04955872369314327,0.6438951196046854
HLT240920P00210000,210.0,1.5,1.2,132.0,791.0,2024-09-20,HLT,18,0.0027,219.64,-0.2021192802195202,0.021946241567357663,0.1374187471429707,-0.09496127221204288,-0.022629480997117986,26.319844478026944,-0.043890001821161845,0.7978807197804798
